"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
8,"aleu1260","e","russ1263, stan1293","no","new phoneme","mid vowels","occurs in native words allophonically, recent borrowing has broadened its distribution","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","eː","russ1263, stan1293","no","new phoneme","mid vowels","occurs in native words allophonically, recent borrowing has broadened its distribution","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","f","russ1263, stan1293","yes","new phoneme","labiodental","in older loanwords rendered as /m/ or /m̥/, later as /p/ (also borrowed)","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","ɡ","russ1263, stan1293","yes","new phoneme","voicing in plosives","alternating individually with the native velar fricative, in older loanwords rendered as /k/","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","o","russ1263, stan1293","no","new phoneme","mid vowels","occurs in native words allophonically, recent borrowing has broadened its distribution","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","oː","russ1263, stan1293","no","new phoneme","mid vowels","occurs in native words allophonically, recent borrowing has broadened its distribution","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","p","russ1263, stan1293","yes","new phoneme","no","in older loanwords rendered as /m/ or /m̥/","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","ɹ","stan1293","yes","new phoneme","rhotic","NA","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","v","russ1263, stan1293","yes","new phoneme","labiodental","in older loanwords rendered as /m/ or /m̥/, later as /p/ (also borrowed)","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
8,"aleu1260","z","russ1263","yes","new phoneme","no","Occurs natively in one dialect","Eitan Grossman","aleu1260","Aleut","bergsland1997aleut","NA","Elad Eisen","NA","NA","NA","eski1264","eski1264","Aleut","False","language","definitely endangered",52.1228,-174.29,"ale",NA,NA,0,0,2,"RU US","aleu1260","ale","North America"
9,"alqo1238","d̠ʒ","kurd1259, arab1395","yes","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","dˤ","arab1395","no","phonologization of allophone","NA","phoneme in only one loanword","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","ðˤ","arab1395","no","phonologization of allophone","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","f","arab1395","yes","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","ɣ","arab1395","mostly","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","ħ","arab1395","mostly","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","pˤ","kurd1259","unknown","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","t̠ʃ","kurd1259, arab1395","yes","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","v","kurd1259","mostly","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","zˤ","NA","mostly","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","ʒ","kurd1259","no","phonologization of allophone","NA","a native allophone of /ʃ/","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
9,"alqo1238","ʕ̞","arab1395","mostly","NA","NA","NA","NA","alqo1238","Alqosh","coghill2004alqosh","NA","KurdistanDB","NA","NA","NA","afro1255","chal1275","Alqosh","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","alqo1238","","Eurasia"
10,"amap1240","h","unknown","no","other distributional change","no","in native phonology /h/ is rare and appears only before /a/","NA","amap1240","Ama (Papua New Guinea)","aarsjo1999ama","NA","Einav Levanon","NA","NA","NA","left1242","nucl1244","Ama (Papua New Guinea)","False","language","vulnerable",-4.20192,141.658,"amm",NA,NA,0,0,0,"PG","amap1240","amm","Papunesia"
13,"wara1294","b","stan1293, hiri1237","yes","new phoneme","no","appears also in ideophones. voiced stops are pre-nasalised in native phonology","NA","wara1294","Anta-Komnzo-Wára-Wérè-Kémä","dohler2016komnzo","NA","Einav Levanon","NA","NA","NA","more1255","wara1293","Anta-Komnzo-Wára-Wérè-Kémä","False","language","definitely endangered",-8.64917,141.52,"tci",NA,NA,0,0,5,"PG","wara1294","tci","Papunesia"
13,"wara1294","d","stan1293, hiri1237","yes","new phoneme","no","voiced stops are pre-nasalised in native phonology","NA","wara1294","Anta-Komnzo-Wára-Wérè-Kémä","dohler2016komnzo","NA","Einav Levanon","NA","NA","NA","more1255","wara1293","Anta-Komnzo-Wára-Wérè-Kémä","False","language","definitely endangered",-8.64917,141.52,"tci",NA,NA,0,0,5,"PG","wara1294","tci","Papunesia"
13,"wara1294","ɡ","stan1293, hiri1237","yes","new phoneme","no","voiced stops are pre-nasalised in native phonology","NA","wara1294","Anta-Komnzo-Wára-Wérè-Kémä","dohler2016komnzo","NA","Einav Levanon","NA","NA","NA","more1255","wara1293","Anta-Komnzo-Wára-Wérè-Kémä","False","language","definitely endangered",-8.64917,141.52,"tci",NA,NA,0,0,5,"PG","wara1294","tci","Papunesia"
13,"wara1294","l","stan1293, hiri1237","yes","new phoneme","lateral","NA","NA","wara1294","Anta-Komnzo-Wára-Wérè-Kémä","dohler2016komnzo","NA","Einav Levanon","NA","NA","NA","more1255","wara1293","Anta-Komnzo-Wára-Wérè-Kémä","False","language","definitely endangered",-8.64917,141.52,"tci",NA,NA,0,0,5,"PG","wara1294","tci","Papunesia"
14,"arbe1239","d̠ʒ","unknown","yes","to be checked","to be checked","NA","NA","arbe1239","Arbel","khan1999arbel","NA","KurdistanDB","NA","NA","NA","afro1255","west2766","Arbel","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","arbe1239","","Eurasia"
14,"arbe1239","dˤ","unknown","yes","to be checked","to be checked","NA","NA","arbe1239","Arbel","khan1999arbel","NA","KurdistanDB","NA","NA","NA","afro1255","west2766","Arbel","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","arbe1239","","Eurasia"
14,"arbe1239","f","unknown","yes","to be checked","to be checked","NA","NA","arbe1239","Arbel","khan1999arbel","NA","KurdistanDB","NA","NA","NA","afro1255","west2766","Arbel","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","arbe1239","","Eurasia"
14,"arbe1239","zˤ","unknown","yes","to be checked","to be checked","NA","NA","arbe1239","Arbel","khan1999arbel","NA","KurdistanDB","NA","NA","NA","afro1255","west2766","Arbel","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","arbe1239","","Eurasia"
14,"arbe1239","ʒ","unknown","yes","to be checked","to be checked","NA","NA","arbe1239","Arbel","khan1999arbel","NA","KurdistanDB","NA","NA","NA","afro1255","west2766","Arbel","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","arbe1239","","Eurasia"
15,"stan1288","d̠ʒ","ital1282","yes","to be checked","to be checked","NA","NA","stan1288","Argentinian Spanish","honsa1965argentinianspanish","NA","Elad Eisen","glottocode is for Standard Spanish","NA","NA","indo1319","cast1243","Spanish","False","language","safe",40.4414,-1.11788,"spa",NA,NA,0,0,8,"AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE","stan1288","spa","Eurasia"
15,"stan1288","ʎ","stan1288","yes","to be checked","to be checked","NA","NA","stan1288","Argentinian Spanish","honsa1965argentinianspanish","NA","Elad Eisen","glottocode is for Standard Spanish","NA","NA","indo1319","cast1243","Spanish","False","language","safe",40.4414,-1.11788,"spa",NA,NA,0,0,8,"AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE","stan1288","spa","Eurasia"
15,"stan1288","z","stan1290","yes","to be checked","to be checked","imperfect borrowing of /ʒ/","NA","stan1288","Argentinian Spanish","honsa1965argentinianspanish","NA","Elad Eisen","glottocode is for Standard Spanish","NA","NA","indo1319","cast1243","Spanish","False","language","safe",40.4414,-1.11788,"spa",NA,NA,0,0,8,"AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE","stan1288","spa","Eurasia"
16,"asil1242","b","ambo1250, indo1316","yes","new phoneme","voicing","voicing may not be distinctive in native phonology","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
16,"asil1242","d","ambo1250, indo1316","yes","new phoneme","voicing","voicing may not be distinctive in native phonology","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
16,"asil1242","d̠ʒ","ambo1250, indo1316","yes","new phoneme","affricate","NA","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
16,"asil1242","ɡ","ambo1250, indo1316","yes","new phoneme","voicing","voicing may not be distinctive in native phonology","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
16,"asil1242","ŋ","ambo1250, indo1316","yes","new phoneme","no","NA","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
16,"asil1242","t̠ʃ","ambo1250, indo1316","yes","new phoneme","affricate","NA","NA","asil1242","Asilulu","collins2003asilulu","NA","Einav Levanon","NA","NA","NA","aust1307","west2843","Asilulu","False","language","vulnerable",-3.67302,127.952,"asl",NA,NA,0,0,3,"ID","asil1242","asl","Papunesia"
17,"awiy1238","t","unknown","unknown","to be checked","to be checked","(free,loan) spaAllophoneDescription: [s]","NA","awiy1238","Awiyaana","Bees1965","auy_SPA1979_phon.pdf","Steven Moran","NA","57","NA","nucl1709","auya1234","Awiyaana","False","language","safe",-6.54079,145.76,"auy",NA,NA,0,0,0,"PG","awiy1238","auy","Papunesia"
18,"bafu1246","r","stan1293","no","to be checked","to be checked","restricted distribution as an allophone of /l/ intervocally. Few words containing [r] are attested in the speech of a few educated speakers. These, I think, are words that are not yet fully integrated into the sound system of the language. In most words, /r/ in loanwords appears as [l]. does [r] occur in the relevant english variety? Source language uncertain","NA","bafu1246","Bafut","tamanji2009bafut","NA","Elad Eisen","NA","NA","NA","atla1278","bafu1247","Bafut","False","language","safe",6.14153,10.1194,"bfd",NA,NA,0,0,2,"CM","bafu1246","bfd","Africa"
19,"bamb1262","t̠ʃʼ","egyp1254","yes","new phoneme","to be checked","no other affricates.","NA","bamb1262","Bambassi","ahland2009bambassi","NA","Eitan Grossman","NA","NA","NA","maoo1243","maoo1243","Bambassi","False","language","definitely endangered",9.82554,34.6522,"myf",NA,NA,0,0,2,"ET","bamb1262","myf","Africa"
20,"bash1264","e","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","f","unknown","yes","new phoneme","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","ɔ","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","ts","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","t̠ʃ","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","v","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","z","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
20,"bash1264","ʒ","unknown","yes","other distributional change","unknown","NA","NA","bash1264","Bashkir","poppe1964bashkir","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","nort2696","Bashkir","False","language","vulnerable",53.5967,56.5594,"bak",NA,NA,0,0,3,"KZ RU UA","bash1264","bak","Eurasia"
21,"basq1248","χ","unknown","yes","to be checked","to be checked","(loan)","NA","basq1248","Basque","Ndiaye1970,Gavel1929","eus_SPA1979_phon.pdf","Steven Moran","NA","179","NA","","","Basque","False","language","vulnerable",43.2787,-1.31622,"eus",NA,NA,0,0,11,"ES FR","basq1248","eus","Eurasia"
22,"bazz1238","f","unknown","yes","to be checked","to be checked","NA","NA","bazz1238","Baz","mutzafi2000maha_khtaya","NA","KurdistanDB","NA","NA","NA","afro1255","nort3096","Baz","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","bazz1238","","Eurasia"
22,"bazz1238","v","unknown","yes","to be checked","to be checked","NA","NA","bazz1238","Baz","mutzafi2000maha_khtaya","NA","KurdistanDB","NA","NA","NA","afro1255","nort3096","Baz","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","bazz1238","","Eurasia"
23,"bela1254","f","russ1263","yes","new phoneme","unknown","NA","NA","bela1254","Belarusian","mayo1993belorussian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east1426","Belarusian","False","language","vulnerable",53.2307,25.6038,"bel",NA,NA,0,0,3,"BY LT LV PL RU UA","bela1254","bel","Eurasia"
23,"bela1254","fʲ","russ1263","yes","new phoneme","unknown","NA","NA","bela1254","Belarusian","mayo1993belorussian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east1426","Belarusian","False","language","vulnerable",53.2307,25.6038,"bel",NA,NA,0,0,3,"BY LT LV PL RU UA","bela1254","bel","Eurasia"
24,"beng1280","s","unknown","unknown","to be checked","to be checked","(allo,restricted,loan)","NA","beng1280","Bengali","FergusonChowdhury1960","ben_SPA1979_phon.pdf","Steven Moran","NA","177","NA","indo1319","gaud1238","Bengali","False","language","safe",24,90,"ben",NA,NA,0,0,15,"BD IN NP","beng1280","ben","Eurasia"
25,"beta1257","bˤ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","d̠ʒ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","dˤ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","ðˤ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","f","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","pˤ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","ʁ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","t̠ʃ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","v","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","zˤ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
25,"beta1257","ʒ","unknown","yes","to be checked","to be checked","NA","NA","beta1257","Bétanure","mutzafi2008betanure","NA","KurdistanDB","NA","NA","NA","afro1255","lish1247","Bétanure","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","beta1257","","Eurasia"
26,"bett1235","d","unknown","yes","other distributional change","unknown","NA","NA","bett1235","Betta Kurumba","coelho2003bettakurumba","NA","Dmitry Nikolaev","NA","NA","NA","drav1251","kann1259","Betta Kurumba","False","language","definitely endangered",11.6385,76.6064,"xub",NA,NA,0,0,0,"IN","bett1235","xub","Eurasia"
26,"bett1235","f","unknown","yes","other distributional change","unknown","NA","NA","bett1235","Betta Kurumba","coelho2003bettakurumba","NA","Dmitry Nikolaev","NA","NA","NA","drav1251","kann1259","Betta Kurumba","False","language","definitely endangered",11.6385,76.6064,"xub",NA,NA,0,0,0,"IN","bett1235","xub","Eurasia"
27,"biak1248","l","indo1316","no","to be checked","to be checked","In loanwords, but also as a variant of /r/ for special pragmatic effects in contexts of playing games or allusions to sexual intercourse","NA","biak1248","Biak","heuvel2006biak","NA","Elad Eisen","NA","NA","NA","aust1307","biak1250","Biak","False","language","severely endangered",-0.9523,135.879,"bhw",NA,NA,0,0,29,"ID","biak1248","bhw","Papunesia"
27,"biak1248","t","unknown","no","to be checked","to be checked","Very infrequent, occurs mostly in loanwords. Some elder speakers accommodate loanword [t] as [s]. Younger generations are fluent in Indonesian which has /t/.","NA","biak1248","Biak","heuvel2006biak","NA","Elad Eisen","NA","NA","NA","aust1307","biak1250","Biak","False","language","severely endangered",-0.9523,135.879,"bhw",NA,NA,0,0,29,"ID","biak1248","bhw","Papunesia"
28,"bier1244","f","bisl1239","yes","new phoneme","labiodental","NA","NA","bier1244","Bierebo","budd2010bierebo","NA","Einav Levanon","NA","NA","NA","aust1307","baki1243","Bierebo","False","language","definitely endangered",-16.6663,168.154,"bnk",NA,NA,0,0,0,"VU","bier1244","bnk","Papunesia"
28,"bier1244","h","bisl1239","yes","new phoneme","glottal","NA","NA","bier1244","Bierebo","budd2010bierebo","NA","Einav Levanon","NA","NA","NA","aust1307","baki1243","Bierebo","False","language","definitely endangered",-16.6663,168.154,"bnk",NA,NA,0,0,0,"VU","bier1244","bnk","Papunesia"
28,"bier1244","v","bisl1239","yes","new phoneme","labiodental","NA","NA","bier1244","Bierebo","budd2010bierebo","NA","Einav Levanon","NA","NA","NA","aust1307","baki1243","Bierebo","False","language","definitely endangered",-16.6663,168.154,"bnk",NA,NA,0,0,0,"VU","bier1244","bnk","Papunesia"
29,"boht1238","f","kurd1259, arab1395","yes","to be checked","to be checked","NA","NA","boht1238","Bohtan Neo-Aramaic","fox2009bohtan","NA","KurdistanDB","NA","NA","NA","afro1255","boht1239","Bohtan Neo-Aramaic","False","language","severely endangered",43.6405,44.482,"bhn",NA,NA,0,0,0,"GE RU","boht1238","bhn","Eurasia"
29,"boht1238","k","kurd1259","yes","phonologization of allophone","to be checked","unaspirated k is found only in Kurdish loanwords, but the /k/ phoneme also shows a lot of variation, and an unaspirated [k] is one of its realizations","NA","boht1238","Bohtan Neo-Aramaic","fox2009bohtan","NA","KurdistanDB","NA","NA","NA","afro1255","boht1239","Bohtan Neo-Aramaic","False","language","severely endangered",43.6405,44.482,"bhn",NA,NA,0,0,0,"GE RU","boht1238","bhn","Eurasia"
29,"boht1238","t̠ʃ","kurd1259","no","other distributional change","to be checked","NA","NA","boht1238","Bohtan Neo-Aramaic","fox2009bohtan","NA","KurdistanDB","NA","NA","NA","afro1255","boht1239","Bohtan Neo-Aramaic","False","language","severely endangered",43.6405,44.482,"bhn",NA,NA,0,0,0,"GE RU","boht1238","bhn","Eurasia"
29,"boht1238","v","unknown","yes","to be checked","to be checked","NA","NA","boht1238","Bohtan Neo-Aramaic","fox2009bohtan","NA","KurdistanDB","NA","NA","NA","afro1255","boht1239","Bohtan Neo-Aramaic","False","language","severely endangered",43.6405,44.482,"bhn",NA,NA,0,0,0,"GE RU","boht1238","bhn","Eurasia"
30,"bret1244","ɛ̃ː","unknown","yes","to be checked","to be checked","(loan)","NA","bret1244","Breton","Ternes1970","bre_SPA1979_phon.pdf","Steven Moran","NA","157","NA","indo1319","sout3176","Breton","False","language","safe",48.2452,-3.78934,"bre",NA,NA,0,0,4,"FR","bret1244","bre","Eurasia"
31,"bulg1262","dz","unknown","unknown","to be checked","to be checked","(limited,loan,allo)","NA","bulg1262","Bulgarian","Aronson1968,Klagstad1958","bul_SPA1979_phon.pdf","Steven Moran","NA","167","NA","indo1319","mace1252","Bulgarian","False","language","definitely endangered",43.3646,25.047,"bul",NA,NA,0,0,2,"BG GR MD MK RO RS TR UA","bulg1262","bul","Eurasia"
32,"nucl1310","r","pali1273","yes","new phoneme","unknown","NA","NA","nucl1310","Burmese","wheatley2003burmese","NA","Eitan Grossman","NA","NA","NA","sino1245","oldm1246","Burmese","False","language","definitely endangered",20.7926,93.9665,"mya",NA,NA,0,0,3,"BD MM TH","nucl1310","mya","Eurasia"
33,"buru1296","f","unknown","unknown","to be checked","to be checked","(loan,free)","NA","buru1296","Burushaski","Morgenstierne1945","bsk_SPA1979_phon.pdf","Steven Moran","NA","6","NA","","","Burushaski","False","language","definitely endangered",36.2161,74.8236,"bsk",NA,NA,0,0,3,"IN PK","buru1296","bsk","Eurasia"
33,"buru1296","χ","unknown","unknown","to be checked","to be checked","(loan,free)","NA","buru1296","Burushaski","Morgenstierne1945","bsk_SPA1979_phon.pdf","Steven Moran","NA","6","NA","","","Burushaski","False","language","definitely endangered",36.2161,74.8236,"bsk",NA,NA,0,0,3,"IN PK","buru1296","bsk","Eurasia"
