"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
260,"wels1247","ɔː","stan1293","yes","new phoneme","no","Native short /ɔ/ exists",NA,"wels1247","Welsh","awbery2012welsh",NA,"Elad Eisen",NA,NA,NA
260,"wels1247","ʃ","stan1293","no","other distributional change","no","Replaces native sequence /sj/ in casual speech, and in the south occurs when native /s/ appears before or after a high front vowel.",NA,"wels1247","Welsh","awbery2012welsh",NA,"Elad Eisen",NA,NA,NA
260,"wels1247","t̠ʃ","stan1293","no","other distributional change","no","Appears in native Welsh words in casual speech, where careful speech has a /t/ followed by
an unstressed high front vowel or a front glide.",NA,"wels1247","Welsh","awbery2012welsh",NA,"Elad Eisen",NA,NA,NA
260,"wels1247","z","stan1293","yes","new phoneme","no","In North Wales supplemented with /s/",NA,"wels1247","Welsh","awbery2012welsh",NA,"Elad Eisen",NA,NA,NA
261,"west2548","b","indo1316","yes","new phoneme","no",NA,NA,"west2548","West Damar","chlenova2008westdamar",NA,"Einav Levanon",NA,NA,NA
261,"west2548","d̠ʒ","indo1316","yes","new phoneme","no",NA,NA,"west2548","West Damar","chlenova2008westdamar",NA,"Einav Levanon",NA,NA,NA
261,"west2548","ɡ","indo1316","yes","new phoneme","no",NA,NA,"west2548","West Damar","chlenova2008westdamar",NA,"Einav Levanon",NA,NA,NA
261,"west2548","ŋ","indo1316","no","phonologization of allophone","no","appears in native phonology, unclear if as an allophone of /n/ before /h/",NA,"west2548","West Damar","chlenova2008westdamar",NA,"Einav Levanon",NA,NA,NA
262,"west2392","b","russ1263","no","other distributional change","no","In Hill Mari, there were no voices plosives. However, under the influence of Russian, [b], [d] and [g] emerged. Elderly speakers tend to pronouns the fricative counterparts, while younger speakers mostly use plosives.",NA,"west2392","Western Mari","alhoniemi1993mari",NA,"Daria Zhornik",NA,NA,NA
263,"wita1237","d̠ʒ","indo1316","yes","new phoneme","affricate","indonesian [dʒ] sometimes appears as [g,d]",NA,"wita1237","Wita Ea","andersen1999witaea",NA,"Einav Levanon",NA,NA,NA
263,"wita1237","t̠ʃ","indo1316","yes","new phoneme","affricate","indonesian [tʃ] sometimes appears as [s,t]",NA,"wita1237","Wita Ea","andersen1999witaea",NA,"Einav Levanon",NA,NA,NA
264,"wutu1241","f","mand1415","yes","new phoneme","to be checked","Wutun has other labials but /f/ is the only labiodental.",NA,"wutu1241","Wutunhua","sandman2016wutun",NA,"Heini Arjava",NA,NA,NA
264,"wutu1241","ɬ","amdo1237","yes","new phoneme","no",NA,NA,"wutu1241","Wutunhua","sandman2016wutun",NA,"Heini Arjava",NA,NA,NA
264,"wutu1241","s","amdo1237","yes","new phoneme","no","Marginally attested/very limited distribution, only in some loanwords",NA,"wutu1241","Wutunhua","sandman2016wutun",NA,"Heini Arjava",NA,NA,NA
265,"yane1238","ʈʂ","quec1387","no","new phoneme","to be checked","not only has Yanesha adopted a great many Quechua loans, including some core vocabulary, and the numerals from ‘six’ to ‘nine’, but it has also developed, for all practical purposes, a three-vowel system like Quechua instead of the four-vowel system of related Arawak varieties such as Campa. Furthermore, it has adopted a retroflex palatal affricate ˇc. , according to Wise, from central Peruvian Quechua varieties such as Jun´ın, Pasco or Hu´anuco. Finally, it does not allow the vowel sequences common in related Arawak varieties but impossible in Quechua.",NA,"yane1238","Yanesha'","adelaar2007yanesha",NA,"Eitan Grossman",NA,NA,NA
266,"yima1243","c","unknown","no","other distributional change","no","appears in only stem internally in native phonology, in loanwords also stem initially and finally",NA,"yima1243","Yimas","foley1991yimas",NA,"Einav Levanon",NA,NA,NA
267,"gura1251","ʁ","unknown","yes","to be checked","to be checked",NA,NA,"gura1251","Zarda Gorani","mahmoudveysi2013zardagorani",NA,"KurdistanDB",NA,NA,NA
267,"gura1251","ʔ","unknown","yes","to be checked","to be checked",NA,NA,"gura1251","Zarda Gorani","mahmoudveysi2013zardagorani",NA,"KurdistanDB",NA,NA,NA
267,"gura1251","ʕ","unknown","yes","to be checked","to be checked",NA,NA,"gura1251","Zarda Gorani","mahmoudveysi2013zardagorani",NA,"KurdistanDB",NA,NA,NA
268,"chuv1255","d","unknown","yes","to be checked","to be checked","(loan)",NA,"chuv1255","Chuvash","Kruger1961,Andreev1966","chv_SPA1979_phon.pdf","Steven Moran",NA,189,NA
268,"chuv1255","o̞","unknown","yes","to be checked","to be checked","(loan)",NA,"chuv1255","Chuvash","Kruger1961,Andreev1966","chv_SPA1979_phon.pdf","Steven Moran",NA,189,NA
268,"chuv1255","ʒ","unknown","yes","to be checked","to be checked","(loan)",NA,"chuv1255","Chuvash","Kruger1961,Andreev1966","chv_SPA1979_phon.pdf","Steven Moran",NA,189,NA
269,"ewee1241","pʰ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"ewee1241","Ewe","Stahlke1970,Berry1951,Ansre1961,Ladefoged1964","ewe_SPA1979_phon.pdf","Steven Moran",NA,142,NA
270,"finn1318","d","unknown","unknown","to be checked","to be checked","(loan,surface)",NA,"finn1318","Finnish","Lehtinen1964,Harms1964,Austerlitz1967,Hammarberg1974,Kiparsky1968,Harms1966","fin_SPA1979_phon.pdf","Steven Moran",NA,180,NA
271,"nucl1643","p","unknown","unknown","to be checked","to be checked","(allo,limited,loan)",NA,"nucl1643","Japanese","Bloch1950,Martin1952,Jorden1963","jpn_SPA1979_phon.pdf","Steven Moran",NA,197,NA
272,"halh1238","kʰ","unknown","yes","to be checked","to be checked","(loan)",NA,"halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran",NA,191,NA
272,"halh1238","l̥","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran",NA,191,NA
272,"halh1238","ɸ","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran",NA,191,NA
272,"halh1238","β","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran",NA,191,NA
273,"hind1269","ɑ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","f","fars1254","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","fː","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ɪ̈","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","q","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","qː","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ɽ̃","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ʁ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ʂ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ʃː","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","z","fars1254","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","zː","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ʒ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","ʔ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
273,"hind1269","χ","unknown","yes","to be checked","to be checked","(loan)",NA,"hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran",NA,176,NA
274,"komi1268","v","unknown","yes","to be checked","to be checked","(loan)",NA,"komi1268","Komi-Zyrian","Lytkin1966,Bubrich1949","kpv_SPA1979_phon.pdf","Steven Moran",NA,182,NA
275,"lith1251","ts","unknown","yes","to be checked","to be checked","(loan)",NA,"lith1251","Lithuanian","Senn1966,Augustitis1964,Ambrazas_etal1966","lit_SPA1979_phon.pdf","Steven Moran",NA,168,NA
275,"lith1251","tsʲ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"lith1251","Lithuanian","Senn1966,Augustitis1964,Ambrazas_etal1966","lit_SPA1979_phon.pdf","Steven Moran",NA,168,NA
276,"aleu1260","r","unknown","yes","to be checked","to be checked","(loan)",NA,"aleu1260","Aleut","Bergsland1956,Bergsland1959,Menovshchikov1968,Jakobson1944","ale_SPA1979_phon.pdf","Steven Moran",NA,61,NA
276,"aleu1260","β","unknown","yes","to be checked","to be checked","(loan)",NA,"aleu1260","Aleut","Bergsland1956,Bergsland1959,Menovshchikov1968,Jakobson1944","ale_SPA1979_phon.pdf","Steven Moran",NA,61,NA
277,"mapu1245","b","stan1288","yes","other distributional change","no",NA,NA,"mapu1245","Mapudungun","smeets2008mapudungun",NA,"Rammie Cahlon",NA,NA,NA
277,"mapu1245","d","stan1288","yes","other distributional change","no",NA,NA,"mapu1245","Mapudungun","smeets2008mapudungun",NA,"Rammie Cahlon",NA,NA,NA
277,"mapu1245","ð","stan1288","yes","phonologization of allophone","no","Varies freely with native /s/ in native words; common with Spanish loans",NA,"mapu1245","Mapudungun","smeets2008mapudungun",NA,"Rammie Cahlon",NA,NA,NA
277,"mapu1245","ɡ","stan1288","yes","other distributional change","no",NA,NA,"mapu1245","Mapudungun","smeets2008mapudungun",NA,"Rammie Cahlon",NA,NA,NA
277,"mapu1245","x","stan1288","yes","other distributional change","no",NA,NA,"mapu1245","Mapudungun","smeets2008mapudungun",NA,"Rammie Cahlon",NA,NA,NA
278,"mapu1245","s","unknown","yes","to be checked","to be checked","(loan)",NA,"mapu1245","Mapudungun","EcheverriaContreras1965","arn_SPA1979_phon.pdf","Steven Moran",NA,106,NA
279,"sanm1295","r","stan1288","yes","to be checked","to be checked","(loan)",NA,"sanm1295","San Miguel El Grande Mixtec","HunterPike1969","mig_SPA1979_phon.pdf","Steven Moran",NA,100,NA
281,"hebr1245","ŋ","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"hebr1245","Modern Hebrew","Chayen1973,CohenZafrani1968","heb_SPA1979_phon.pdf","Steven Moran",NA,135,NA
283,"taga1270","aː","unknown","unknown","to be checked","to be checked","(surface,loan)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
283,"taga1270","eː","unknown","unknown","to be checked","to be checked","(loan,surface)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
283,"taga1270","iː","unknown","unknown","to be checked","to be checked","(loan,surface)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
283,"taga1270","oː","unknown","unknown","to be checked","to be checked","(surface,loan)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
283,"taga1270","ɾ","unknown","unknown","to be checked","to be checked","(loan,surface)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
283,"taga1270","uː","unknown","unknown","to be checked","to be checked","(surface,loan)",NA,"taga1270","Tagalog","SchachterOtanes1972,Bloomfield1917","tgl_SPA1979_phon.pdf","Steven Moran",NA,37,NA
284,"nucl1301","cʰ","unknown","unknown","to be checked","to be checked","(loan,allo)",NA,"nucl1301","Turkish","Swift1963,Lees1961,Underhill1976","tur_SPA1979_phon.pdf","Steven Moran",NA,186,NA
284,"nucl1301","ɟ","unknown","unknown","to be checked","to be checked","(loan,allo)",NA,"nucl1301","Turkish","Swift1963,Lees1961,Underhill1976","tur_SPA1979_phon.pdf","Steven Moran",NA,186,NA
284,"nucl1301","ʎ","unknown","unknown","to be checked","to be checked","(loan,allo)",NA,"nucl1301","Turkish","Swift1963,Lees1961,Underhill1976","tur_SPA1979_phon.pdf","Steven Moran",NA,186,NA
284,"nucl1301","ʔ","unknown","unknown","to be checked","to be checked","(loan,transitional)",NA,"nucl1301","Turkish","Swift1963,Lees1961,Underhill1976","tur_SPA1979_phon.pdf","Steven Moran",NA,186,NA
285,"assa1263","dz","stan1293, hind1269","yes","new phoneme","affricate","[dz] and also [ ] are used exclusively in loan words from English and Hindi and do not belong to the ‘native’ sound system of Assamese.",NA,"assa1263","Assamese","mahanta2012assamese",NA,"Eitan Grossman",NA,NA,NA
285,"assa1263","f","stan1293, hind1269","yes","new phoneme","no","Sometimes, consonants apparently not native to Assamese but used in loan words from English and Hindi also surface, like [f] and [S] among others, in words such as fan and shwal. This is also optional and borrowed words may assimilate to the native system in such a way that fan and shwal may be realized as [p En] and [sAl] respectively.",NA,"assa1263","Assamese","mahanta2012assamese",NA,"Eitan Grossman",NA,NA,NA
285,"assa1263","ɹ̤","sans1269","yes","new phoneme","no","a Sanskrit remnant and occurs only in a select few words in the careful speech of educated people",NA,"assa1263","Assamese","mahanta2012assamese",NA,"Eitan Grossman",NA,NA,NA
285,"assa1263","ʃ","stan1293, hind1269","yes","new phoneme","postalveolar","Sometimes, consonants apparently not native to Assamese but used in loan words from English and Hindi also surface, like [f] and [S] among others, in words such as fan and shwal. This is also optional and borrowed words may assimilate to the native system in such a way that fan and shwal may be realized as [p En] and [sAl] respectively.",NA,"assa1263","Assamese","mahanta2012assamese",NA,"Eitan Grossman",NA,NA,NA
285,"assa1263","t̠ʃ","stan1293, hind1269","yes","new phoneme","affricate","[dz] and also [ ] are used exclusively in loan words from English and Hindi and do not belong to the ‘native’ sound system of Assamese.",NA,"assa1263","Assamese","mahanta2012assamese",NA,"Eitan Grossman",NA,NA,NA
286,"kwaz1243","b","macr1272","yes","new phoneme","voicing",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","d","macr1272","yes","new phoneme","voicing",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","ð","aika1237","unknown","to be checked","to be checked",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","f","macr1272","yes","new phoneme","labiodental","It is often rendered as [p], especially by the older people and the younger children",NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","ɡ","unknown","unknown","new phoneme","to be checked","It is often replaced by [k] in loanwords from Portuguese",NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","ŋ","macr1272","yes","new phoneme","to be checked",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","v","macr1272","unknown","new phoneme","labiodental",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","y","aika1237","yes","new phoneme","to be checked",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","z","aika1237","no","new phoneme","voicing in fricatives","[z] and [ð] are allophones of the same phoneme",NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
286,"kwaz1243","ʒ","macr1272","yes","new phoneme","voicing in fricatives",NA,NA,"kwaz1243","Kwaza","vandervoort2004kwaza",NA,"Konstantin Filatov",NA,NA,NA
287,"slov1269","d̠ʒ","unknown","mostly","new phoneme","no","(there is voiceless/voiced contrast for alveolar affricate and postalveolar fricative)",NA,"slov1269","Slovak","hanulikova2010slovak",NA,"Vasilisa Zhigulskaya",NA,NA,NA
287,"slov1269","ɔː","unknown","yes","new phoneme","no","(there is length constrast for other vowels)",NA,"slov1269","Slovak","hanulikova2010slovak",NA,"Vasilisa Zhigulskaya",NA,NA,NA
289,"high1276","b","stan1288","no","unknown","to be checked","(in lexicalized expressions and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","d","stan1288","no","unknown","to be checked","(in lexicalized expressions and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","dʲ","stan1288","no","unknown","palato-alveolar","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","f","stan1288","yes","unknown","to be checked","(rarely in borrowed forms - not included into the sound inventory)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","ɡ","stan1288","no","unknown","to be checked","(in lexicalized expressions and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","ɲ","stan1288","no","unknown","to be checked","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","ʃ","stan1288","no","unknown","palato-alveolar","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","tʲ","stan1288","no","unknown","palato-alveolar","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","ts","stan1288","no","unknown","palato-alveolar","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
289,"high1276","t̠ʃ","stan1288","no","unknown","palato-alveolar","(in ideophones, in lexicalized expressions, and in Spanish borrowings)",NA,"high1276","Highland Popoluca","dejong2009sierrapopoluca",NA,"NA",NA,NA,NA
290,"sout2672","f","arab1395, dari1249, pash1269","yes","unknown","to be checked","Arabic loans are mediated by Dari and Pushtu",NA,"sout2672","Southeastern Pashayi","lamuwal2013southeastpashayi",NA,"NA",NA,NA,NA
290,"sout2672","q","arab1395, dari1249, pash1269","yes","unknown","to be checked","Arabic loans are mediated by Dari and Pushtu",NA,"sout2672","Southeastern Pashayi","lamuwal2013southeastpashayi",NA,"NA",NA,NA,NA
291,"wich1264","r","stan1288","yes","new phoneme","to be checked","(only attested in the loanword tractor > tractorwo)",NA,"wich1264","Wichí Lhamtés Güisnay (Misón La Paz dialect)","1984_Avram2008","1984_Avram2008.pdf","Ezequiel Koile",NA,1984,NA
294,"basq1248","ɡ","stan1288, basq1248","yes","phonologization of allophone","to be checked","(not deleted in intervocalic position in recent borrowings)",NA,"basq1248","Goizueta Basque","hualde2010goizuetabasque",NA,"Pavel Duryagin",NA,NA,NA
295,"huam1247","ɲ","stan1288","yes","unknown","to be checked","in loanwords",NA,"huam1247","Huambisa","pena2015huambisa","http://linguistics.berkeley.edu/~saphon/en/inv/Huambisa.html","Dasha Bikina",NA,1948,NA
295,"huam1247","ʔ","unknown","no","new phoneme","to be checked","only attested in interjections and several Spanish loanwords",NA,"huam1247","Huambisa","pena2015huambisa","http://linguistics.berkeley.edu/~saphon/en/inv/Huambisa.html","Dasha Bikina",NA,1948,NA
297,"moks1248","x","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords",NA,"moks1248","Moksha","bondarko1993mordvin",NA,"Ruslan Idrisov",NA,NA,NA
298,"erzy1239","f","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords",NA,"erzy1239","Erzya","bondarko1993mordvin",NA,"Ruslan Idrisov",NA,NA,NA
298,"erzy1239","x","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords",NA,"erzy1239","Erzya","bondarko1993mordvin",NA,"Ruslan Idrisov",NA,NA,NA
299,"awac1239","e","stan1288","yes","other distributional change","to be checked",NA,NA,"awac1239","Awa-Cuaiquer","curnow1997awapit",NA,"Polina Pleshak",NA,NA,NA
300,"tami1289","b","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","d","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","d̠ʒ","unknown","no","other distributional change","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","ɖ","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","f","unknown","yes","new phoneme","no",NA,NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","ɡ","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","ɲ","unknown","unknown","to be checked","to be checked",NA,NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","s","unknown","no","unknown","to be checked","(unclear: see p. 111)",NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
300,"tami1289","z","unknown","yes","new phoneme","no",NA,NA,"tami1289","Tamil","keane2004tamil",NA,"Vasilisa Zhigulskaya",NA,NA,NA
301,"belh1239","bʱ","nepa1254, mait1250","yes","phonologization of allophone","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
301,"belh1239","dʱ","nepa1254, mait1250","yes","phonologization of allophone","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
301,"belh1239","dz","nepa1254, mait1250","yes","new phoneme","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
301,"belh1239","dzʱ","nepa1254, mait1250","yes","phonologization of allophone","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
301,"belh1239","ɡʱ","nepa1254, mait1250","yes","phonologization of allophone","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
301,"belh1239","ʌ","nepa1254, mait1250","yes","new phoneme","no",NA,NA,"belh1239","Belhare","bickel2003belhare",NA,"Eitan Grossman",NA,NA,NA
302,"bond1245","d̪","unknown","yes","new phoneme","no","should probably find another source",NA,"bond1245","Bondo (Remo)","fernandez1968remo",NA,"Eitan Grossman",NA,NA,NA
303,"czec1258","oː","unknown","yes","new phoneme","no","should probably find another source",NA,"czec1258","Czech","dankovicova1997czech",NA,"Eitan Grossman",NA,NA,NA
304,"chra1242","ɓ","viet1252","mostly","new phoneme","implosive","some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese",NA,"chra1242","Chrau","thomas1971chrau",NA,"Eitan Grossman",NA,NA,NA
304,"chra1242","ɗ","viet1252","mostly","new phoneme","implosive","some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese",NA,"chra1242","Chrau","thomas1971chrau",NA,"Eitan Grossman",NA,NA,NA
304,"chra1242","ɨə̯","viet1252","mostly","new phoneme","no","has to be checked",NA,"chra1242","Chrau","thomas1971chrau",NA,"Eitan Grossman",NA,NA,NA
304,"chra1242","uə̯","viet1252","mostly","new phoneme","no","has to be checked",NA,"chra1242","Chrau","thomas1971chrau",NA,"Eitan Grossman",NA,NA,NA
305,"stan1290","ŋ","stan1293","yes","new phoneme","no",NA,NA,"stan1290","French","Sten1963","fra_SPA1979_phon.pdf","Eitan Grossman",NA,162,NA
306,"friu1240","dz","ital1282, vene1258","yes","new phoneme","no",NA,NA,"friu1240","Friulian","miotti2002friulian",NA,"Eitan Grossman",NA,NA,NA
306,"friu1240","ts","ital1282, lati1261, slov1268, stan1295","yes","new phoneme","no",NA,NA,"friu1240","Friulian","miotti2002friulian",NA,"Eitan Grossman",NA,NA,NA
307,"guja1253","æ","stan1293","yes","new phoneme","no",NA,NA,"guja1253","Gujari (Gojri)","losey2002gujari",NA,"Eitan Grossman",NA,NA,NA
307,"guja1253","f","unknown","yes","new phoneme","no",NA,NA,"guja1253","Gujari (Gojri)","losey2002gujari",NA,"Eitan Grossman",NA,NA,NA
307,"guja1253","ɣ","unknown","yes","new phoneme","no",NA,NA,"guja1253","Gujari (Gojri)","losey2002gujari",NA,"Eitan Grossman",NA,NA,NA
307,"guja1253","x","unknown","yes","new phoneme","no",NA,NA,"guja1253","Gujari (Gojri)","losey2002gujari",NA,"Eitan Grossman",NA,NA,NA
308,"mose1249","ɡ","stan1288","yes","new phoneme","no","full grammar needed",NA,"mose1249","Mosetén","sakel2004moseten",NA,"Vanya Levin",NA,NA,NA
308,"mose1249","l","stan1288","yes","new phoneme","lateral","full grammar needed",NA,"mose1249","Mosetén","sakel2004moseten",NA,"Vanya Levin",NA,NA,NA
