"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
424,"kupa1239","h","unknown","no","other distributional change","no","in native Malay words appears only word initially and between vowels.",NA,"kupa1239","Kupang Malay","steinhauer1983kupangmalay",NA,"Einav Levanon",NA,NA,NA
424,"kupa1239","o","dutc1256","yes","new phoneme","close-mid vowels","marginal, there is a minimal pair with native /ɔ/.",NA,"kupa1239","Kupang Malay","steinhauer1983kupangmalay",NA,"Einav Levanon",NA,NA,NA
425,"laiy1246","j","unknown","mostly","new phoneme","approximant","uncommon. phonotctics (stress placement) shows that /j/ is not an allophone of /i/.",NA,"laiy1246","Laiyolo","laidig1999barang",NA,"Einav Levanon",NA,NA,NA
425,"laiy1246","w","unknown","mostly","new phoneme","approximant","uncommon. phonotctics (stress placement) shows that /w/ is not an allophone of /u/.",NA,"laiy1246","Laiyolo","laidig1999barang",NA,"Einav Levanon",NA,NA,NA
426,"lala1268","ɡ","unknown","yes","new phoneme","no",NA,NA,"lala1268","Lala","ross2002lala, symonds1989lala",NA,"Einav Levanon",NA,NA,NA
426,"lala1268","h","unknown","yes","new phoneme","no",NA,NA,"lala1268","Lala","ross2002lala, symonds1989lala",NA,"Einav Levanon",NA,NA,NA
426,"lala1268","s","unknown","no","phonologization of allophone","no","allophone of /t/ in native phonology.",NA,"lala1268","Lala","ross2002lala, symonds1989lala",NA,"Einav Levanon",NA,NA,NA
427,"lama1277","d̠ʒ","indo1316, keda1252, sika1262, lara1260","yes","new phoneme","affricate",NA,NA,"lama1277","Lamaholot","kroon2016lamaholot",NA,"Einav Levanon",NA,NA,NA
427,"lama1277","f","indo1316","yes","new phoneme","labiodental","not native Indonesian phoneme, originally from Arabic, English, Dutch.",NA,"lama1277","Lamaholot","kroon2016lamaholot",NA,"Einav Levanon",NA,NA,NA
427,"lama1277","ɲ","indo1316, keda1252, sika1262, lara1260","yes","new phoneme","no",NA,NA,"lama1277","Lamaholot","kroon2016lamaholot",NA,"Einav Levanon",NA,NA,NA
427,"lama1277","t̠ʃ","indo1316, keda1252, sika1262, lara1260","yes","new phoneme","affricate",NA,NA,"lama1277","Lamaholot","kroon2016lamaholot",NA,"Einav Levanon",NA,NA,NA
427,"lama1277","v","indo1316","yes","new phoneme","labiodental","not native Indonesian phoneme, originally from English, Dutch.",NA,"lama1277","Lamaholot","kroon2016lamaholot",NA,"Einav Levanon",NA,NA,NA
428,"lamp1242","f","arab1395","yes","new phoneme","no","commonly as [p].",NA,"lamp1242","Lampung Nyo","matanggui1984lampungnyo",NA,"Einav Levanon",NA,NA,NA
428,"lamp1242","q","arab1395","yes","new phoneme","uvular","uncommon, usually as [k].",NA,"lamp1242","Lampung Nyo","matanggui1984lampungnyo",NA,"Einav Levanon",NA,NA,NA
428,"lamp1242","ʃ","arab1395","yes","new phoneme","no","commonly as [s].",NA,"lamp1242","Lampung Nyo","matanggui1984lampungnyo",NA,"Einav Levanon",NA,NA,NA
428,"lamp1242","z","arab1395","yes","new phoneme","no","commonly as [s], no other voicing distinction in fricatives.",NA,"lamp1242","Lampung Nyo","matanggui1984lampungnyo",NA,"Einav Levanon",NA,NA,NA
429,"lamp1243","r","indo1316","yes","new phoneme","rhotic","commonly as [x].",NA,"lamp1243","Lampung Api","walker1976lampungapi",NA,"Einav Levanon",NA,NA,NA
429,"lamp1243","ʃ","arab1395","yes","new phoneme","postalveolar","commonly as [s].",NA,"lamp1243","Lampung Api","walker1976lampungapi",NA,"Einav Levanon",NA,NA,NA
429,"lamp1243","z","arab1395","yes","new phoneme","no","commonly as [dʒ] word initially and medially and as [s] word finally.",NA,"lamp1243","Lampung Api","walker1976lampungapi",NA,"Einav Levanon",NA,NA,NA
429,"lamp1243","ʔ","arab1395","no","other distributional change","no","contrastive word medially only in loanwords. in native phonology contrastive word-finally only and non-contrastive word medially.",NA,"lamp1243","Lampung Api","walker1976lampungapi",NA,"Einav Levanon",NA,NA,NA
430,"lari1255","b","unknown","yes","new phoneme","no",NA,NA,"lari1255","Larike-Wakasihu","laidig1995larike",NA,"Einav Levanon",NA,NA,NA
430,"lari1255","c","unknown","yes","new phoneme","no","probably Malay /tʃ/.",NA,"lari1255","Larike-Wakasihu","laidig1995larike",NA,"Einav Levanon",NA,NA,NA
430,"lari1255","ɡ","unknown","yes","new phoneme","no",NA,NA,"lari1255","Larike-Wakasihu","laidig1995larike",NA,"Einav Levanon",NA,NA,NA
430,"lari1255","ɟ","unknown","yes","new phoneme","no","probably Malay /dʒ/.",NA,"lari1255","Larike-Wakasihu","laidig1995larike",NA,"Einav Levanon",NA,NA,NA
430,"lari1255","ŋ","unknown","yes","new phoneme","no",NA,NA,"lari1255","Larike-Wakasihu","laidig1995larike",NA,"Einav Levanon",NA,NA,NA
431,"leti1246","b","kupa1239, tetu1245","yes","new phoneme","voicing","voicing seems to be non-distinctive in Leti. phonemes /t/ and /d/ are dental and alveolar respectively.",NA,"leti1246","Leti","engelenhoven2004leti",NA,"Einav Levanon",NA,NA,NA
431,"leti1246","c","kupa1239","yes","new phoneme","palatal","malay /tʃ/",NA,"leti1246","Leti","engelenhoven2004leti",NA,"Einav Levanon",NA,NA,NA
431,"leti1246","ɡ","kupa1239","yes","new phoneme","no",NA,NA,"leti1246","Leti","engelenhoven2004leti",NA,"Einav Levanon",NA,NA,NA
431,"leti1246","h","kupa1239","yes","new phoneme","glottal","word initially an medially",NA,"leti1246","Leti","engelenhoven2004leti",NA,"Einav Levanon",NA,NA,NA
431,"leti1246","ŋ","kupa1239","yes","new phoneme","no","word finally only",NA,"leti1246","Leti","engelenhoven2004leti",NA,"Einav Levanon",NA,NA,NA
432,"lewo1244","j","lara1260, indo1316","yes","new phoneme","approximant","phoneme /v/ has an approximant allophone [ʋ].",NA,"lewo1244","Lewotobi","nagaya2012lamaholot",NA,"Einav Levanon",NA,NA,NA
432,"lewo1244","ɲ","lara1260, indo1316","yes","new phoneme","no",NA,NA,"lewo1244","Lewotobi","nagaya2012lamaholot",NA,"Einav Levanon",NA,NA,NA
432,"lewo1244","t̠ʃ","lara1260, indo1316","yes","new phoneme","no",NA,NA,"lewo1244","Lewotobi","nagaya2012lamaholot",NA,"Einav Levanon",NA,NA,NA
433,"lund1271","d̠ʒ","stan1306","yes","new phoneme","affricate",NA,NA,"lund1271","Lun Dayeh","blust2016kelabit",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","f","arab1395","yes","new phoneme","labiodental","somtimes as [p].",NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","h","arab1395, indo1316, dutc1256","no","new phoneme","no","appears in several interjections.",NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","j","arab1395","no","other distributional change","no","appears word initially only in loanwords.",NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","ʃ","arab1395","yes","new phoneme","no",NA,NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","w","arab1395","no","other distributional change","no","appears word initially only in loanwords.",NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
434,"maka1311","z","arab1395","yes","new phoneme","no",NA,NA,"maka1311","Makasar","jukes2006makasar",NA,"Einav Levanon",NA,NA,NA
435,"mama1276","d̠ʒ","maka1305, indo1316","yes","new phoneme","affricate","very uncommon, usually as [d]. affricate [tʃ] appears as an allophone of /t/ in Mamasa.",NA,"mama1276","Mamasa","matti1991mamasa",NA,"Einav Levanon",NA,NA,NA
436,"mans1262","r","unknown","no","phonologization of allophone","rhotic","allophone of /l/ in native phonology. Exact phonetic description is not given.",NA,"mans1262","Mansaka","svelmoe1974mansaka",NA,"Einav Levanon",NA,NA,NA
437,"mara1404","h","stan1306","yes","new phoneme","no","very uncommon, appears in three words. there is no present contact with Malay, Arabic loans with [ħ, x] are adapted to the phoneme /k/.",NA,"mara1404","Maranao","lobel2011maranao",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","d̠ʒ","unknown","yes","new phoneme","affricate",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","f","stan1288, stan1293","yes","new phoneme","labiodental",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","o","taga1270, stan1288, stan1293","yes","new phoneme","no",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","t̠ʃ","unknown","yes","new phoneme","affricate",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","v","stan1288, stan1293","yes","new phoneme","labiodental",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
438,"mati1250","z","stan1288, stan1293","yes","new phoneme","no",NA,NA,"mati1250","Matigsalug Manobo","wang2006matigsalug",NA,"Einav Levanon",NA,NA,NA
439,"maya1282","h","arab1395, ambo1250","yes","new phoneme","no",NA,NA,"maya1282","Misool-Salawati Ma'ya","vanderleeden1987misoolsalawatimaya",NA,"Einav Levanon",NA,NA,NA
439,"maya1282","ɾ","ambo1250","no","other distributional change","no","sometimes [r]. very uncommon in non-loanwords, unclear if made phonemic due to loans.",NA,"maya1282","Misool-Salawati Ma'ya","vanderleeden1987misoolsalawatimaya",NA,"Einav Levanon",NA,NA,NA
439,"maya1282","x","arab1395","yes","new phoneme","no",NA,NA,"maya1282","Misool-Salawati Ma'ya","vanderleeden1987misoolsalawatimaya",NA,"Einav Levanon",NA,NA,NA
439,"maya1282","ʔ","arab1395","no","new phoneme","no","appears non-phonemically before word initial vowels.",NA,"maya1282","Misool-Salawati Ma'ya","vanderleeden1987misoolsalawatimaya",NA,"Einav Levanon",NA,NA,NA
440,"mini1251","s","tokp1240","yes","new phoneme","no","only in Luvuani dialect. cognates of other dialects have phoneme /h/, [s] appears also in slow speech.",NA,"mini1251","Minigir","vandermark2007minigir",NA,"Einav Levanon",NA,NA,NA
441,"molb1237","d̠ʒ","cent2092, taus1251","no","new phoneme","affricate","extended to non-loans by portmanteau of the cluster /dy/.",NA,"molb1237","Molbog","thiessen1980molbog",NA,"Einav Levanon",NA,NA,NA
442,"mort1237","t̠ʃ","pohn1238, chuu1238","yes","new phoneme","affricate",NA,NA,"mort1237","Mortlockese","odango2015mortlockese",NA,"Einav Levanon",NA,NA,NA
443,"muna1247","c","indo1316","yes","new phoneme","palatal, affricate","uncommon, mostly in educated speakers. Malay /tʃ/.",NA,"muna1247","Muna","vandenberg1989muna",NA,"Einav Levanon",NA,NA,NA
443,"muna1247","d̪","indo1316","yes","new phoneme","dental","adaptation of Malay loanwords with /dʒ/. unclear if there is a true contrast with native /d/.",NA,"muna1247","Muna","vandenberg1989muna",NA,"Einav Levanon",NA,NA,NA
443,"muna1247","j","indo1316","yes","new phoneme","palatal","appears word initially only.",NA,"muna1247","Muna","vandenberg1989muna",NA,"Einav Levanon",NA,NA,NA
443,"muna1247","ɟ","indo1316","yes","new phoneme","palatal, affricate","uncommon, mostly in educated speakers. Malay /dʒ/.",NA,"muna1247","Muna","vandenberg1989muna",NA,"Einav Levanon",NA,NA,NA
444,"nali1244","d̠ʒ","stan1293","yes","new phoneme","affricate",NA,NA,"nali1244","Nalik","volker1994nalik",NA,"Einav Levanon",NA,NA,NA
444,"nali1244","h","tokp1240, stan1293","yes","new phoneme","glottal","there is a non-phonemic glottal stop.",NA,"nali1244","Nalik","volker1994nalik",NA,"Einav Levanon",NA,NA,NA
444,"nali1244","k","tokp1240","no","phonologization of allophone","no","Native /k/ has a post-vocal allophone ɣ, but borrowed [k] appears also post-vocally",NA,"nali1244","Nalik","volker1994nalik",NA,"Einav Levanon",NA,NA,NA
444,"nali1244","ʃ","stan1293","yes","new phoneme","no",NA,NA,"nali1244","Nalik","volker1994nalik",NA,"Einav Levanon",NA,NA,NA
444,"nali1244","t̠ʃ","stan1293","yes","new phoneme","affricate",NA,NA,"nali1244","Nalik","volker1994nalik",NA,"Einav Levanon",NA,NA,NA
445,"nang1262","d̠ʒ","piji1239","yes","new phoneme","no","appears only in few borrowed names.",NA,"nang1262","Nanggu","vaa2013engdewu",NA,"Einav Levanon",NA,NA,NA
446,"napu1241","d̠ʒ","indo1316","mostly","new phoneme","affricate","uncommon.",NA,"napu1241","Napu","hanna1991napu",NA,"Einav Levanon",NA,NA,NA
446,"napu1241","n̠t̠ʃ","indo1316","mostly","new phoneme","affricate","uncommon. prenasalisation is not phonemic in Indonesian but is phonemic in Napu.",NA,"napu1241","Napu","hanna1991napu",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","d̠ʒ","indo1316","yes","new phoneme","affricate","uncommon.",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","f","tetu1246, macr1272","yes","new phoneme","labiodental","usually as [pʰ].",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","ɲ","indo1316, macr1272","yes","new phoneme","no","sometimes as [n].",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","ŋ","indo1316","yes","new phoneme","no",NA,NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","p","tetu1246, macr1272","yes","new phoneme","no","not native Tetum phoneme, originally from Portuguese.",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","t̠ʃ","indo1316","yes","new phoneme","affricate","uncommon.",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","v","macr1272","yes","new phoneme","labiodental","uncommon, usually as [b].",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
447,"naue1237","z","macr1272","yes","new phoneme","no","partial adaptation of Portuguese /ʒ/.",NA,"naue1237","Nauete","veloso2016nauete",NA,"Einav Levanon",NA,NA,NA
448,"neng1238","f","unknown","yes","new phoneme","labiodental",NA,NA,"neng1238","Nengone","tryon1967nengone",NA,"Einav Levanon",NA,NA,NA
448,"neng1238","x","unknown","yes","new phoneme","no",NA,NA,"neng1238","Nengone","tryon1967nengone",NA,"Einav Levanon",NA,NA,NA
449,"nese1235","d","bisl1239","yes","new phoneme","no","Nese has a prenasalised phoneme /d/.",NA,"nese1235","Nese","takau2016nese",NA,"Einav Levanon",NA,NA,NA
449,"nese1235","f","bisl1239","no","phonologization of allophone","no","allophone of /v/ in native phonology.",NA,"nese1235","Nese","takau2016nese",NA,"Einav Levanon",NA,NA,NA
449,"nese1235","p","bisl1239","no","phonologization of allophone","no","allophone of /v/ in native phonology.",NA,"nese1235","Nese","takau2016nese",NA,"Einav Levanon",NA,NA,NA
450,"nucl1454","ɡ","papu1250","no","phonologization of allophone","no","allophone of /dʒ/ in native phonology.",NA,"nucl1454","Yawa","jones1986yawa",NA,"Einav Levanon",NA,NA,NA
451,"nucl1594","k","unknown","yes","new phoneme","no","uncommon.",NA,"nucl1594","Mairasi","peckham1991mairasi, peckham2000mairasi",NA,"Einav Levanon",NA,NA,NA
451,"nucl1594","l","unknown","yes","new phoneme","lateral","uncommon.",NA,"nucl1594","Mairasi","peckham1991mairasi, peckham2000mairasi",NA,"Einav Levanon",NA,NA,NA
451,"nucl1594","p","unknown","yes","new phoneme","no","uncommon.",NA,"nucl1594","Mairasi","peckham1991mairasi, peckham2000mairasi",NA,"Einav Levanon",NA,NA,NA
452,"pagu1249","d̠ʒ","tern1247, nort2828","mostly","new phoneme","affricate","appears in onomatopeic words and in several words of unclear origin.",NA,"pagu1249","Pagu","wimbish1991pagu, wimbish1992pagu",NA,"Einav Levanon",NA,NA,NA
452,"pagu1249","ɲ","nort2828","yes","new phoneme","no",NA,NA,"pagu1249","Pagu","wimbish1991pagu, wimbish1992pagu",NA,"Einav Levanon",NA,NA,NA
452,"pagu1249","t̠ʃ","tern1247, nort2828","mostly","new phoneme","affricate","appears in onomatopeic words and in several words of unclear origin.",NA,"pagu1249","Pagu","wimbish1991pagu, wimbish1992pagu",NA,"Einav Levanon",NA,NA,NA
453,"pala1344","dz","nucl1643, stan1293","yes","new phoneme","affricate","imperfect loan of /dʒ/.",NA,"pala1344","Palauan","josephs1975palauan",NA,"Einav Levanon",NA,NA,NA
453,"pala1344","h","nucl1643, stan1288, stan1293","yes","new phoneme","no","established as a phoneme due to japanese loanwords, older spanish loans appears either as [h] or as [x].",NA,"pala1344","Palauan","josephs1975palauan",NA,"Einav Levanon",NA,NA,NA
453,"pala1344","ts","nucl1643, stan1293","yes","new phoneme","affricate","imperfect loan of /tʃ/.",NA,"pala1344","Palauan","josephs1975palauan",NA,"Einav Levanon",NA,NA,NA
454,"pamp1243","d̠ʒ","taga1270, stan1293","yes","new phoneme","affricate","somtimes as [dy].",NA,"pamp1243","Pampanga","forman1971kapampangan",NA,"Einav Levanon",NA,NA,NA
454,"pamp1243","f","stan1293, stan1288","yes","new phoneme","labiodental","commonly as [p].",NA,"pamp1243","Pampanga","forman1971kapampangan",NA,"Einav Levanon",NA,NA,NA
454,"pamp1243","ɾ","stan1288","no","other distributional change","no","appears word finally only in loanwords.",NA,"pamp1243","Pampanga","forman1971kapampangan",NA,"Einav Levanon",NA,NA,NA
454,"pamp1243","t̠ʃ","taga1270, stan1293","yes","new phoneme","affricate","sometimes as [ty].",NA,"pamp1243","Pampanga","forman1971kapampangan",NA,"Einav Levanon",NA,NA,NA
454,"pamp1243","v","stan1293, stan1288","yes","new phoneme","labiodental","commonly as [b].",NA,"pamp1243","Pampanga","forman1971kapampangan",NA,"Einav Levanon",NA,NA,NA
455,"pang1290","e","stan1288","mostly","phonologization of allophone","no","allophone of /i/ in native phonology. appears as [je] in speech of some speakers.",NA,"pang1290","Pangasinan","benton1971pangasinan",NA,"Einav Levanon",NA,NA,NA
455,"pang1290","h","stan1288, stan1293","yes","new phoneme","glottal",NA,NA,"pang1290","Pangasinan","benton1971pangasinan",NA,"Einav Levanon",NA,NA,NA
455,"pang1290","o","stan1288","mostly","phonologization of allophone","no","allophone of /u/ in native phonology.",NA,"pang1290","Pangasinan","benton1971pangasinan",NA,"Einav Levanon",NA,NA,NA
455,"pang1290","r","stan1288","no","phonologization of allophone","rhotic","allophone of /d/ in native phonology.",NA,"pang1290","Pangasinan","benton1971pangasinan",NA,"Einav Levanon",NA,NA,NA
455,"pang1290","t̠ʃ","stan1288","yes","new phoneme","affricate","commonly appears as [ts] or [s].",NA,"pang1290","Pangasinan","benton1971pangasinan",NA,"Einav Levanon",NA,NA,NA
456,"papu1250","f","arab1395, dutc1256, stan1293","yes","new phoneme","labiodental","Arabic probably via Standard indonesian.",NA,"papu1250","Papuan Malay","kluge2017papuanmalay",NA,"Einav Levanon",NA,NA,NA
457,"patt1249","r","unknown","mostly","new phoneme","trill","appears also in ideophones. inherited Malay words have a velar fricative phoneme /ɣ/.",NA,"patt1249","Pattani Malay","tadmor1995pattanimalay",NA,"Einav Levanon",NA,NA,NA
457,"patt1249","z","arab1395","yes","new phoneme","no","sometimes as [dʒ].",NA,"patt1249","Pattani Malay","tadmor1995pattanimalay",NA,"Einav Levanon",NA,NA,NA
457,"patt1249","ʡ","unknown","mostly","new phoneme","no","described as 'voiced, nasalised, ejective glottal stop'. appears also in ideophones. not a loan from Thai.",NA,"patt1249","Pattani Malay","tadmor1995pattanimalay",NA,"Einav Levanon",NA,NA,NA
458,"pend1242","h","mala1481","mostly","other distributional change","no","phoneme appears in several native words.",NA,"pend1242","Pendau","quick2008pendau",NA,"Einav Levanon",NA,NA,NA
458,"pend1242","t̠ʃ","mala1481","yes","new phoneme","no",NA,NA,"pend1242","Pendau","quick2008pendau",NA,"Einav Levanon",NA,NA,NA
459,"pile1238","b","unknown","no","new phoneme","no","uncommon. appears in contracted forms in native phonology. often prenasalized. in native phonology voicing distinction appears only in fricatives.",NA,"pile1238","Vaeakau-Taumako","naess2011vaeakau",NA,"Einav Levanon",NA,NA,NA
459,"pile1238","d","unknown","no","new phoneme","no","marginal. appears in contracted forms in native phonology. often prenasalized. in native phonology voicing distinction appears only in fricatives.",NA,"pile1238","Vaeakau-Taumako","naess2011vaeakau",NA,"Einav Levanon",NA,NA,NA
459,"pile1238","r","piji1239","no","phonologization of allophone","rhotic","uncommon, allophone of /t/ in native phonology",NA,"pile1238","Vaeakau-Taumako","naess2011vaeakau",NA,"Einav Levanon",NA,NA,NA
460,"puka1242","b","raro1241","yes","new phoneme","voicing","usually [p], appears in biblical (greek) words borrowed via Cook Island Maori.",NA,"puka1242","Pukapuka","salisbury2002pukapuka",NA,"Einav Levanon",NA,NA,NA
460,"puka1242","ɾ","raro1241","yes","new phoneme","rhotic","commonly as [l].",NA,"puka1242","Pukapuka","salisbury2002pukapuka",NA,"Einav Levanon",NA,NA,NA
460,"puka1242","s","raro1241","yes","new phoneme","no","usually [t], appears in biblical (greek) words borrowed via Cook Island Maori.",NA,"puka1242","Pukapuka","salisbury2002pukapuka",NA,"Einav Levanon",NA,NA,NA
461,"rata1244","b","mala1481","yes","new phoneme","voicing",NA,NA,"rata1244","Ratahan","himmelmann1999ratahan",NA,"Einav Levanon",NA,NA,NA
461,"rata1244","d","mala1481","yes","new phoneme","voicing",NA,NA,"rata1244","Ratahan","himmelmann1999ratahan",NA,"Einav Levanon",NA,NA,NA
461,"rata1244","ɡ","mala1481","yes","new phoneme","voicing",NA,NA,"rata1244","Ratahan","himmelmann1999ratahan",NA,"Einav Levanon",NA,NA,NA
461,"rata1244","ɟ","mala1481","yes","new phoneme","voicing","indonesian /dʒ/. voicless palatal [c] appears as a contraction of [ti] before a vowel.",NA,"rata1244","Ratahan","himmelmann1999ratahan",NA,"Einav Levanon",NA,NA,NA
462,"ruka1240","b","nucl1643, mand1415","yes","new phoneme","no",NA,NA,"ruka1240","Rukai","zeitoun2007rukai",NA,"Einav Levanon",NA,NA,NA
462,"ruka1240","d","nucl1643, mand1415","yes","new phoneme","no","sometimes as [ɖ].",NA,"ruka1240","Rukai","zeitoun2007rukai",NA,"Einav Levanon",NA,NA,NA
462,"ruka1240","ɡ","nucl1643, mand1415","yes","new phoneme","no",NA,NA,"ruka1240","Rukai","zeitoun2007rukai",NA,"Einav Levanon",NA,NA,NA
462,"ruka1240","u","paiw1248","yes","new phoneme","no","appears in one word, however [w] is claimed as an allophone of /u/ despite its absence.",NA,"ruka1240","Rukai","zeitoun2007rukai",NA,"Einav Levanon",NA,NA,NA
462,"ruka1240","z","nucl1643","yes","new phoneme","no","appears in few personal names borrowed from Japanese.",NA,"ruka1240","Rukai","zeitoun2007rukai",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","b","nucl1643","yes","new phoneme","voicing",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","dz","nucl1643","yes","new phoneme","no",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","ɛ","mand1415, nucl1643","yes","new phoneme","mid vowels",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","ɡ","nucl1643","yes","new phoneme","voicing",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","h","bunu1267","yes","new phoneme","no",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","kʰ","minn1241","yes","new phoneme","aspiration",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","ɔ","mand1415, nucl1643","yes","new phoneme","mid vowels",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","pʰ","mand1415","yes","new phoneme","aspiration",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","tɕ","nucl1643","no","phonologization of allophone","no","allophone of /ts/ in native phonology.",NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","tʰ","mand1415","yes","new phoneme","aspiration",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
463,"saar1237","tsʰ","mand1415","yes","new phoneme","aspiration",NA,NA,"saar1237","Saaroa","pan2012saaroa",NA,"Einav Levanon",NA,NA,NA
464,"sahu1245","ə","indo1316","no","phonologization of allophone","no","all vowels appear as [ə] in pretonic position.",NA,"sahu1245","Sahu","visser1987sahu",NA,"Einav Levanon",NA,NA,NA
464,"sahu1245","f","tern1247, indo1316","yes","new phoneme","labiodental","not a native Indonesian phoneme, originally from Arabic and Dutch.",NA,"sahu1245","Sahu","visser1987sahu",NA,"Einav Levanon",NA,NA,NA
464,"sahu1245","h","tern1247, nort2828, indo1316","yes","new phoneme","no","in arabic loanwords (entered via Indonesian) sometimes appears as [χ], especially by speakers with islamic education.",NA,"sahu1245","Sahu","visser1987sahu",NA,"Einav Levanon",NA,NA,NA
465,"samo1305","h","stan1293","yes","new phoneme","no",NA,NA,"samo1305","Samoan","hunkin2009samoan, mosel1992samoan",NA,"Einav Levanon",NA,NA,NA
465,"samo1305","k","stan1293","yes","new phoneme","voicing","there seems to be no voicing distinction in native phonology.",NA,"samo1305","Samoan","hunkin2009samoan, mosel1992samoan",NA,"Einav Levanon",NA,NA,NA
465,"samo1305","ɹ","stan1293","yes","new phoneme","rhotic",NA,NA,"samo1305","Samoan","hunkin2009samoan, mosel1992samoan",NA,"Einav Levanon",NA,NA,NA
466,"sawi1256","c","unknown","yes","new phoneme","no",NA,NA,"sawi1256","Sawila","kratochvil2014sawila",NA,"Einav Levanon",NA,NA,NA
466,"sawi1256","f","unknown","yes","new phoneme","labiodental",NA,NA,"sawi1256","Sawila","kratochvil2014sawila",NA,"Einav Levanon",NA,NA,NA
466,"sawi1256","h","unknown","yes","new phoneme","no",NA,NA,"sawi1256","Sawila","kratochvil2014sawila",NA,"Einav Levanon",NA,NA,NA
466,"sawi1256","ɟ","unknown","yes","new phoneme","no",NA,NA,"sawi1256","Sawila","kratochvil2014sawila",NA,"Einav Levanon",NA,NA,NA
466,"sawi1256","r","indo1316","no","other distributional change","no","appears word initially only in loanwords.",NA,"sawi1256","Sawila","kratochvil2014sawila",NA,"Einav Levanon",NA,NA,NA
467,"sela1259","d̠ʒ","ambo1250","yes","new phoneme","affricate","maybe [ɟ].",NA,"sela1259","Selaru","coward2000selaru",NA,"Einav Levanon",NA,NA,NA
467,"sela1259","ɡ","ambo1250","yes","new phoneme","no",NA,NA,"sela1259","Selaru","coward2000selaru",NA,"Einav Levanon",NA,NA,NA
467,"sela1259","ŋ","ambo1250","yes","new phoneme","no",NA,NA,"sela1259","Selaru","coward2000selaru",NA,"Einav Levanon",NA,NA,NA
467,"sela1259","p","ambo1250","yes","new phoneme","no",NA,NA,"sela1259","Selaru","coward2000selaru",NA,"Einav Levanon",NA,NA,NA
467,"sela1259","t̠ʃ","ambo1250","yes","new phoneme","affricate","maybe [c].",NA,"sela1259","Selaru","coward2000selaru",NA,"Einav Levanon",NA,NA,NA
468,"siwa1245","b","tokp1240, stan1293","no","phonologization of allophone","no","allophone of /w/ in native phonology.",NA,"siwa1245","Motuna (Siwai)","onishi1994motuna",NA,"Einav Levanon",NA,NA,NA
